record_identifier,symbol_code,market_code,symbol_state,symbol_flag,bid_volume,bid_price,ask_price,ask_volume,last_trade_price,last_trade_volume,last_trade_time,last_day_close_price,symbol_direction,average_price,high_price,low_price,net_change,total_traded_volume,total_trades,open_price,timestamp
FEED,786,REG,E0,"",0,0,0,0,9.51,8,,9.16,,432228.69,9.8,8.71,0.35,45329,75,8.72,2025-01-15 15:50:00
FEED,AABS,REG,E0,"",0,0,0,0,723.43,1,,719.86,,232910.0,740.0,720.0,3.57,319,45,735.0,2025-01-15 15:50:00
FEED,AAL,REG,E1,"",0,0,0,0,16.0,0,,16.0,,0.0,,,,0,0,,2025-01-15 15:50:00
FEED,AASM,REG,E1,"",0,0,0,0,3.49,0,,3.49,,0.0,,,,0,0,,2025-01-15 15:50:00
FEED,AATM,REG,E0,"",0,0,0,0,50.08,50,,53.15,,3408476.75,53.0,47.84,-3.07,69253,341,53.0,2025-01-15 15:50:00
FEED,ABL,REG,E0,"",0,0,0,0,137.7,5,,136.99,,1398194.97,137.94,135.01,0.71,10253,72,137.0,2025-01-15 15:50:00
FEED,ABOT,REG,E0,"",0,0,0,0,1299.5,3,,1251.74,,224667090.34,1310.0,1243.0,47.76,172879,623,1269.0,2025-01-15 15:50:00
FEED,ABSON,REG,E1,"",0,0,0,0,2.5,0,,2.5,,0.0,,,,0,0,,2025-01-15 15:50:00
FEED,ACIETF,REG,E0,"",0,0,0,0,14.94,500,,14.58,,87630.0,14.94,14.5,0.36,6000,9,14.5,2025-01-15 15:50:00
FEED,ACPL,REG,E0,"",0,0,0,0,224.25,200,,228.61,,144972517.22,233.3,222.01,-4.36,638496,1082,229.69,2025-01-15 15:50:00
FEED,ADAMS,REG,E0,"",0,0,0,0,52.71,5,,55.0,,232578.23,55.49,51.02,-2.29,4410,48,55.0,2025-01-15 15:50:00
FEED,ADMM,REG,E0,"",0,0,0,0,46.46,5,,46.75,,2379292.1,47.5,46.33,-0.29,50636,74,46.9,2025-01-15 15:50:00
FEED,AGHA,REG,E0,"",0,0,0,0,10.71,250,,10.5,,14796792.0,10.79,10.5,0.21,1385707,642,10.6,2025-01-15 15:50:00
FEED,AGIC,REG,E0,"",0,0,0,0,30.05,827,,30.64,,33165.17,31.48,30.05,-0.59,1097,9,31.48,2025-01-15 15:50:00
FEED,AGIL,REG,E0,"",0,0,0,0,104.57,8,,103.84,,54054.39,104.99,99.75,0.73,519,17,104.98,2025-01-15 15:50:00
FEED,AGL,REG,E0,"",0,0,0,0,38.71,200,,37.76,,8250458.19,39.0,37.5,0.95,214968,227,37.74,2025-01-15 15:50:00
FEED,AGLNCPS,REG,E0,"",0,0,0,0,22.0,0,,22.0,,0.0,,,,0,0,,2025-01-15 15:50:00
FEED,AGP,REG,E0,"",0,0,0,0,184.74,719,,174.41,,347740432.61,191.85,172.06,10.33,1858466,3127,175.3,2025-01-15 15:50:00
FEED,AGSML,REG,E0,"",0,0,0,0,6.45,7000,,6.31,,137972.14,6.5,6.02,0.14,21910,38,6.21,2025-01-15 15:50:00
FEED,AGTL,REG,E0,"",0,0,0,0,657.42,10,,657.24,,14802156.9,681.0,651.5,0.18,22135,273,665.0,2025-01-15 15:50:00
FEED,AHCL,REG,E0,"",0,0,0,0,68.0,1000,,67.08,,13441948.86,68.9,67.08,0.92,197875,154,67.08,2025-01-15 15:50:00
FEED,AHL,REG,E0,"",0,0,0,0,60.96,5100,,55.42,,61309620.93,60.96,56.0,5.54,1021514,576,56.0,2025-01-15 15:50:00
FEED,AHTM,REG,E0,"",0,0,0,0,54.45,0,,54.45,,0.0,,,,0,0,,2025-01-15 15:50:00
FEED,AICL,REG,E0,"",0,0,0,0,50.59,1000,,51.63,,98453257.64,52.32,50.15,-1.04,1913209,905,51.69,2025-01-15 15:50:00
FEED,AIRLINK,REG,E0,"",0,0,0,0,205.81,100,,200.29,,1756190311.28,214.79,200.52,5.52,8437242,11773,201.69,2025-01-15 15:50:00
FEED,AKBL,REG,E0,"",0,0,0,0,39.35,4,,39.84,,28163503.41,40.29,39.07,-0.49,712228,331,40.29,2025-01-15 15:50:00
FEED,AKDHL,REG,E0,"",0,0,0,0,156.31,100,,162.04,,2403788.44,166.89,153.73,-5.73,14996,110,166.89,2025-01-15 15:50:00
FEED,AKDSL,REG,E0,"",0,0,0,0,22.33,4000,,22.15,,4898025.41,22.94,22.2,0.18,215794,144,22.48,2025-01-15 15:50:00
FEED,AKGL,REG,E0,"",0,0,0,0,37.97,1,,37.39,,22499.33,37.99,33.66,0.58,604,7,33.66,2025-01-15 15:50:00
FEED,ALAC,REG,E0,"",0,0,0,0,5.25,2500,,5.25,,13125.0,5.25,5.25,0.0,2500,1,5.25,2025-01-15 15:50:00
FEED,ALIFE,REG,E0,"",0,0,0,0,29.32,150,,29.98,,221089.38,29.96,29.02,-0.66,7496,22,29.02,2025-01-15 15:50:00
FEED,ALNRS,REG,E0,"",0,0,0,0,75.01,2,,75.01,,11627.92,76.01,76.0,0.0,151,8,76.0,2025-01-15 15:50:00
FEED,ALTN,REG,E0,"",0,0,0,0,20.04,2000,,19.85,,2996667.05,20.39,19.9,0.19,148956,215,19.96,2025-01-15 15:50:00
FEED,AMBL,REG,E0,"",0,0,0,0,9.53,19957,,10.01,,195986.5,10.0,9.5,-0.48,20546,6,10.0,2025-01-15 15:50:00
FEED,AMSL,REG,E1,"",0,0,0,0,0.62,0,,0.62,,0.0,,,,0,0,,2025-01-15 15:50:00
FEED,AMTEX,REG,E0,"",0,0,0,0,3.17,1,,3.21,,169290.33,3.35,3.13,-0.04,52776,54,3.35,2025-01-15 15:50:00
FEED,ANL,REG,E0,"",0,0,0,0,7.96,803,,8.14,,4080377.68,8.2,7.95,-0.18,503768,213,8.18,2025-01-15 15:50:00
FEED,ANLNV,REG,E0,"",0,0,0,0,7.0,0,,7.0,,0.0,,,,0,0,,2025-01-15 15:50:00
FEED,ANLPS,REG,E1,"",0,0,0,0,9.8,0,,9.8,,0.0,,,,0,0,,2025-01-15 15:50:00
FEED,ANNT,REG,E1,"",0,0,0,0,11.38,0,,11.38,,0.0,,,,0,0,,2025-01-15 15:50:00
FEED,ANSM,REG,E1,"",0,0,0,0,5.81,0,,5.81,,0.0,,,,0,0,,2025-01-15 15:50:00
FEED,ANTM,REG,E0,"",0,0,0,0,10.6,790,,10.73,,182663.9,11.8,10.55,-0.13,16144,30,11.8,2025-01-15 15:50:00
FEED,APL,REG,E0,"",0,0,0,0,513.96,10,,519.42,,21616833.08,545.0,506.02,-5.46,41690,411,524.0,2025-01-15 15:50:00
FEED,APOT,REG,E1,"",0,0,0,0,29.52,0,,29.52,,0.0,,,,0,0,,2025-01-15 15:50:00
FEED,ARCTM,REG,E0,"",0,0,0,0,20.99,3,,21.0,,10556.78,20.99,20.94,-0.01,503,4,20.95,2025-01-15 15:50:00
FEED,ARM,REG,PRE,"",0,0,0,0,27.9,0,,27.9,,0,,,,0,0,,2025-01-15 09:30:17
FEED,ARPAK,REG,E0,"",0,0,0,0,70.19,1,,70.19,,27100.99,76.0,72.99,0.0,405,5,76.0,2025-01-15 15:50:00
FEED,ARPL,REG,E0,"",0,0,0,0,445.09,40,,430.49,,3725086.03,445.8,436.0,14.6,8442,76,436.0,2025-01-15 15:50:00
FEED,ARUJ,REG,E0,"",0,0,0,0,8.95,1,,9.26,,108544.44,9.34,8.9,-0.31,12023,31,9.34,2025-01-15 15:50:00
FEED,ASC,REG,E0,"",0,0,0,0,7.14,20,,7.15,,1168608.14,7.21,7.11,-0.01,163161,125,7.2,2025-01-15 15:50:00
FEED,ASHT,REG,E0,"",0,0,0,0,13.3,734,,13.29,,13300.0,13.3,13.3,0.01,1000,3,13.3,2025-01-15 15:50:00
FEED,ASIC,REG,E0,"",0,0,0,0,13.51,0,,13.51,,0.0,,,,0,0,,2025-01-15 15:50:00
FEED,ASL,REG,E0,"",0,0,0,0,11.6,30,,11.74,,48743080.75,11.9,11.52,-0.14,4132674,726,11.85,2025-01-15 15:50:00
FEED,ASLCPS,REG,E0,"",0,0,0,0,20.17,0,,20.17,,0.0,,,,0,0,,2025-01-15 15:50:00
FEED,ASLPS,REG,E0,"",0,0,0,0,12.32,20,,12.32,,240.2,12.01,12.01,0.0,20,1,12.01,2025-01-15 15:50:00
FEED,ASTL,REG,E0,"",0,0,0,0,25.25,3897,,25.82,,4417138.49,26.1,25.1,-0.57,172986,163,26.0,2025-01-15 15:50:00
FEED,ASTM,REG,E0,"",0,0,0,0,16.38,500,,17.11,,157725.1,17.38,16.01,-0.73,9452,31,16.5,2025-01-15 15:50:00
FEED,ATBA,REG,E0,"",0,0,0,0,382.49,2,,384.69,,8593636.09,385.0,379.11,-2.2,22513,191,380.5,2025-01-15 15:50:01
FEED,ATIL,REG,E0,"",0,0,0,0,57.77,100,,58.0,,917360.64,58.0,56.55,-0.23,15977,39,56.55,2025-01-15 15:50:01
FEED,ATLH,REG,E0,"",0,0,0,0,793.65,40,,797.53,,9091340.68,809.99,792.0,-3.88,11397,322,800.0,2025-01-15 15:50:01
FEED,ATRL,REG,E0,"",0,0,0,0,655.9,50,,669.74,,1177692326.23,687.0,651.0,-13.84,1749073,6266,675.21,2025-01-15 15:50:01
FEED,AVN,REG,E0,"",0,0,0,0,57.83,500,,58.09,,111356254.95,59.43,57.69,-0.26,1901461,2225,58.69,2025-01-15 15:50:01
FEED,AWTX,REG,E0,"",0,0,0,0,1299.95,0,,1297.54,,0.0,,,,0,0,,2025-01-15 15:50:01
FEED,AZMT,REG,E1,"",0,0,0,0,9.95,0,,9.95,,0.0,,,,0,0,,2025-01-15 15:50:01
FEED,BAFL,REG,E0,"",0,0,0,0,83.68,4,,81.51,,30498755.79,84.5,82.0,2.17,365750,459,82.0,2025-01-15 15:50:01
FEED,BAFS,REG,E0,"",0,0,0,0,48.58,90,,48.58,,4336.8,53.4,47.0,0.0,92,2,53.4,2025-01-15 15:50:01
FEED,BAHL,REG,E0,"",0,0,0,0,134.07,100,,133.61,,46852453.78,135.5,133.0,0.46,349900,250,135.5,2025-01-15 15:50:01
FEED,BAPL,REG,E0,"",0,0,0,0,32.95,100,,34.0,,224114.56,34.0,32.85,-1.05,6788,30,33.5,2025-01-15 15:50:01
FEED,BATA,REG,E0,"",0,0,0,0,1969.43,1,,1950.99,,301909.27,1970.0,1940.0,18.44,154,20,1970.0,2025-01-15 15:50:01
FEED,BBFL,REG,E0,"",0,0,0,0,56.25,1000,,55.79,,173332507.03,57.51,55.3,0.46,3073333,1918,56.5,2025-01-15 15:50:01
FEED,BCL,REG,E0,"",0,0,0,0,124.8,100,,122.74,,11434815.09,129.39,123.0,2.06,90617,266,126.0,2025-01-15 15:50:01
FEED,BECO,REG,E0,"",0,0,0,0,8.71,4000,,8.33,,3663549.65,8.85,8.46,0.38,423272,258,8.46,2025-01-15 15:50:01
FEED,BELA,REG,E0,"",0,0,0,0,163.19,34,,163.4,,82444.3,171.0,163.0,-0.21,503,8,171.0,2025-01-15 15:50:01
FEED,BERG,REG,E0,"",0,0,0,0,98.12,247,,99.25,,5242458.19,101.69,98.0,-1.13,52537,213,100.9,2025-01-15 15:50:01
FEED,BFBIO,REG,E0,"",0,0,0,0,231.3,1000,,210.27,,682258362.75,231.3,219.89,21.03,2981826,3923,219.89,2025-01-15 15:50:01
FEED,BFMOD,REG,E0,"",0,0,0,0,7.5,1,,7.5,,36449.2,8.0,6.55,0.0,4978,19,6.55,2025-01-15 15:50:01
FEED,BGL,REG,E0,"",0,0,0,0,11.99,5590,,12.0,,3894073.16,12.27,11.92,-0.01,321813,218,12.1,2025-01-15 15:50:01
FEED,BHAT,REG,E0,"",0,0,0,0,850.0,40,,850.0,,85000.0,850.0,850.0,0.0,100,3,850.0,2025-01-15 15:50:01
FEED,BIFO,REG,E0,"",0,0,0,0,205.83,321,,212.59,,52737235.62,220.0,204.0,-6.76,248669,566,214.0,2025-01-15 15:50:01
FEED,BIIC,REG,E1,"",0,0,0,0,3.6,0,,3.6,,0.0,,,,0,0,,2025-01-15 15:50:01
FEED,BILF,REG,E0,"",0,0,0,0,14.7,800,,15.18,,734560.33,15.78,14.35,-0.48,49845,63,15.78,2025-01-15 15:50:01
FEED,BIPL,REG,E0,"",0,0,0,0,23.02,17,,23.24,,8533667.98,23.41,23.0,-0.22,367456,386,23.25,2025-01-15 15:50:01
FEED,BML,REG,E0,"",0,0,0,0,2.76,50000,,2.66,,13874759.77,2.8,2.61,0.1,5049615,437,2.71,2025-01-15 15:50:01
FEED,BNL,REG,E0,"",0,0,0,0,14.71,100,,14.77,,693330.13,14.95,14.5,-0.06,47041,73,14.5,2025-01-15 15:50:01
FEED,BNWM,REG,E0,"",0,0,0,0,36.35,200,,36.2,,644411.08,36.99,36.05,0.15,17725,53,36.5,2025-01-15 15:50:01
FEED,BOK,REG,E0,"",0,0,0,0,13.97,200,,14.02,,163737.67,14.41,13.65,-0.05,11817,27,14.41,2025-01-15 15:50:01
FEED,BOP,REG,E0,"",0,0,0,0,10.24,5000,,10.49,,130235470.57,10.63,10.2,-0.25,12518203,1964,10.63,2025-01-15 15:50:01
FEED,BPL,REG,E0,"",0,0,0,0,30.0,20,,30.0,,1210.0,30.25,30.25,0.0,40,2,30.25,2025-01-15 15:50:01
FEED,BRRG,REG,E0,"",0,0,0,0,22.05,576,,22.36,,426287.8,22.5,22.0,-0.31,19294,24,22.11,2025-01-15 15:50:01
FEED,BTL,REG,E0,"",0,0,0,0,339.98,100,,344.51,,1591829.61,350.0,320.05,-4.53,4685,12,349.9,2025-01-15 15:50:01
FEED,BUXL,REG,E0,"",0,0,0,0,167.11,5,,172.8,,1172844.97,174.0,165.01,-5.69,7004,64,169.0,2025-01-15 15:50:01
FEED,BWCL,REG,E0,"",0,0,0,0,343.96,5,,345.36,,2445250.71,346.99,331.0,-1.4,7116,224,343.12,2025-01-15 15:50:01
FEED,BWHL,REG,E0,"",0,0,0,0,148.95,1,,144.75,,1409713.45,150.0,143.5,4.2,9524,51,144.75,2025-01-15 15:50:01
FEED,CASH,REG,E0,"",0,0,0,0,31.75,1,,31.75,,123.5,31.5,29.1,0.0,4,3,31.5,2025-01-15 15:50:01
FEED,CCM,REG,E0,"",0,0,0,0,43.97,0,,43.97,,0.0,,,,0,0,,2025-01-15 15:50:01
FEED,CENI,REG,E0,"",0,0,0,0,38.99,0,,38.99,,0.0,,,,0,0,,2025-01-15 15:50:01
FEED,CEPB,REG,E0,"",0,0,0,0,30.39,1600,,30.26,,11680681.09,30.84,30.21,0.13,383006,208,30.47,2025-01-15 15:50:01
FEED,CFL,REG,E0,"",0,0,0,0,44.0,1000,,43.97,,374000.0,44.0,44.0,0.03,8500,4,44.0,2025-01-15 15:50:01
FEED,CHAS,REG,E0,"",0,0,0,0,68.1,5,,65.0,,44936.7,71.5,65.0,3.1,659,14,71.5,2025-01-15 15:50:01
FEED,CHBL,REG,E0,"",0,0,0,0,7.63,30,,7.9,,1997656.93,8.23,7.55,-0.27,259233,197,7.91,2025-01-15 15:50:01
FEED,CHCC,REG,E0,"",0,0,0,0,256.87,160,,262.01,,55261527.34,265.05,254.0,-5.14,211344,631,262.1,2025-01-15 15:50:01
FEED,CJPL,REG,E0,"",0,0,0,0,6.03,27,,6.34,,1105614.86,6.47,6.0,-0.31,179608,109,6.47,2025-01-15 15:50:01
FEED,CLCPS,REG,E0,"",0,0,0,0,3.46,1,,3.43,,233470.64,3.8,3.32,0.03,67779,93,3.5,2025-01-15 15:50:01
FEED,CLOUD,REG,PRE,"",0,0,0,0,62.85,500,,62.85,,62.85,62.85,62.85,-6.98,81957,106,62.85,2025-01-15 09:30:53
FEED,CLOV,REG,E0,"",0,0,0,0,52.54,2500,,52.82,,12485028.03,53.99,52.3,-0.28,236037,423,53.99,2025-01-15 15:50:01
FEED,CLVL,REG,E0,"",0,0,0,0,17.0,1,,16.24,,875714.11,17.6,15.66,0.76,52823,188,16.5,2025-01-15 15:50:01
FEED,CNERGY,REG,E0,"",0,0,0,0,7.06,1000,,7.21,,312009445.53,7.35,7.02,-0.15,43218561,6666,7.25,2025-01-15 15:50:01
FEED,COLG,REG,E0,"",0,0,0,0,1494.59,55,,1491.38,,9563190.29,1499.0,1431.11,3.21,6433,370,1491.0,2025-01-15 15:50:01
FEED,CPHL,REG,E0,"",0,0,0,0,70.82,100,,66.63,,984564957.69,71.5,68.02,4.19,14000265,9813,68.5,2025-01-15 15:50:01
FEED,CPPL,REG,E0,"",0,0,0,0,131.26,19,,131.32,,5195763.87,135.0,131.25,-0.06,39133,147,133.0,2025-01-15 15:50:01
FEED,CRTM,REG,E0,"",0,0,0,0,14.21,500,,14.15,,24560.09,14.39,14.11,0.06,1736,9,14.11,2025-01-15 15:50:01
FEED,CSAP,REG,E0,"",0,0,0,0,106.02,1,,108.5,,77839478.24,110.0,105.6,-2.48,723097,1187,109.5,2025-01-15 15:50:01
FEED,CSIL,REG,E0,"",0,0,0,0,2.94,7500,,2.88,,776937.58,3.03,2.88,0.06,263309,116,2.98,2025-01-15 15:50:01
FEED,CTM,REG,E0,"",0,0,0,0,4.46,500,,4.38,,170446.28,4.57,4.43,0.08,38040,52,4.49,2025-01-15 15:50:01
FEED,CWSM,REG,E0,"",0,0,0,0,66.21,500,,70.42,,24967417.3,71.6,65.0,-4.21,363121,787,71.0,2025-01-15 15:50:02
FEED,CYAN,REG,E0,"",0,0,0,0,36.0,500,,36.35,,539127.66,36.8,33.16,-0.35,14932,40,33.16,2025-01-15 15:50:02
FEED,DAAG,REG,E0,"",0,0,0,0,116.8,50,,120.17,,1094049.31,120.0,114.5,-3.37,9394,137,120.0,2025-01-15 15:50:02
FEED,DADX,REG,E0,"",0,0,0,0,66.41,1,,69.88,,565301.97,69.0,66.01,-3.47,8420,21,68.01,2025-01-15 15:50:02
FEED,DAWH,REG,PRE,"",0,0,0,0,275.28,0,,275.28,,0,,,,0,0,,2025-01-15 09:30:20
FEED,DBCI,REG,E0,"",0,0,0,0,5.75,4,,5.81,,568341.74,6.19,5.7,-0.06,98305,121,5.9,2025-01-15 15:50:02
FEED,DBSL,REG,E1,"",0,0,0,0,7.0,0,,7.0,,0.0,,,,0,0,,2025-01-15 15:50:02
FEED,DCL,REG,E0,"",0,0,0,0,8.8,3,,8.84,,8252300.93,9.05,8.7,-0.04,926361,729,8.99,2025-01-15 15:50:02
FEED,DCR,REG,E0,"",0,0,0,0,22.28,50,,22.37,,15395754.75,22.59,22.1,-0.09,691493,613,22.5,2025-01-15 15:50:02
FEED,DCTL,REG,E1,"",0,0,0,0,0.08,0,,0.08,,0.0,,,,0,0,,2025-01-15 15:50:02
FEED,DEL,REG,E0,"",0,0,0,0,10.09,1049,,10.5,,588892.94,10.31,9.97,-0.41,58889,40,10.01,2025-01-15 15:50:02
FEED,DFML,REG,E0,"",0,0,0,0,41.58,1000,,39.14,,314804737.31,42.25,39.25,2.44,7711747,4201,39.8,2025-01-15 15:50:02
FEED,DFSM,REG,E0,"",0,0,0,0,4.19,636,,4.19,,627226.42,4.28,4.11,0.0,150507,70,4.11,2025-01-15 15:50:02
FEED,DGKC,REG,E0,"",0,0,0,0,102.03,1500,,103.3,,990671987.65,105.39,101.51,-1.27,9536691,6106,104.01,2025-01-15 15:50:02
FEED,DIIL,REG,E0,"",0,0,0,0,19.82,1,,19.82,,18.23,18.23,18.23,0.0,1,1,18.23,2025-01-15 15:50:02
FEED,DINT,REG,E0,"",0,0,0,0,47.1,13,,47.1,,10101.54,51.81,43.0,0.0,216,6,47.0,2025-01-15 15:50:02
FEED,DKTM,REG,E1,"",0,0,0,0,0.94,0,,0.94,,0.0,,,,0,0,,2025-01-15 15:50:02
FEED,DLL,REG,E0,"",0,0,0,0,316.96,1,,310.03,,907339.89,340.0,305.01,6.93,2716,31,335.0,2025-01-15 15:50:02
FEED,DMTM,REG,E1,"",0,0,0,0,3.99,0,,3.99,,0.0,,,,0,0,,2025-01-15 15:50:02
FEED,DMTX,REG,E0,"",0,0,0,0,70.54,0,,70.54,,0.0,,,,0,0,,2025-01-15 15:50:02
FEED,DNCC,REG,E0,"",0,0,0,0,14.74,9999,,13.4,,8264221.04,14.74,13.11,1.34,571705,114,13.48,2025-01-15 15:50:02
FEED,DOL,REG,E0,"",0,0,0,0,24.99,1000,,25.2,,2993623.4,25.5,24.95,-0.21,119182,179,25.49,2025-01-15 15:50:02
FEED,DSFL,REG,E1,"",0,0,0,0,0.88,0,,0.88,,0.0,,,,0,0,,2025-01-15 15:50:02
FEED,DSIL,REG,E0,"",0,0,0,0,5.33,2000,,5.33,,8639558.35,5.58,5.28,0.0,1569620,152,5.34,2025-01-15 15:50:02
FEED,DSL,REG,E0,"",0,0,0,0,6.74,200,,6.88,,412423.62,7.05,6.71,-0.14,60584,68,6.75,2025-01-15 15:50:02
FEED,DSML,REG,PRE,"",0,0,0,0,51.25,0,,51.25,,0,,,,0,0,,2025-01-15 09:30:37
FEED,DWAE,REG,E0,"",0,0,0,0,39.28,2,,40.9,,532106.84,41.77,36.9,-1.62,13334,70,36.9,2025-01-15 15:50:02
FEED,DWSM,REG,E0,"",0,0,0,0,6.22,2500,,6.33,,591188.97,6.41,6.14,-0.11,94961,68,6.41,2025-01-15 15:50:02
FEED,DWTM,REG,E0,"",0,0,0,0,7.5,1500,,7.26,,30126.15,7.79,6.28,0.24,4102,17,6.28,2025-01-15 15:50:02
FEED,DYNO,REG,E0,"",0,0,0,0,208.39,9,,209.44,,670597.26,212.88,208.0,-1.05,3190,35,212.88,2025-01-15 15:50:02
FEED,ECOP,REG,E0,"",0,0,0,0,23.69,20,,24.45,,21653.5,24.7,23.65,-0.76,914,9,23.65,2025-01-15 15:50:02
FEED,EFERT,REG,E0,"",0,0,0,0,219.29,300,,218.87,,195495751.51,220.25,217.5,0.42,893421,2000,220.0,2025-01-15 15:50:02
FEED,EFGH,REG,PRE,"",0,0,0,0,75.72,489,,75.72,,76.27,80.4,66.65,2.54,218045,257,80.4,2025-01-15 09:30:38
FEED,EFUG,REG,E0,"",0,0,0,0,118.95,350,,111.01,,88303.03,119.8,111.01,7.94,759,12,111.01,2025-01-15 15:50:02
FEED,EFUL,REG,E0,"",0,0,0,0,157.52,255,,156.99,,4279847.48,159.9,156.0,0.53,27207,188,157.11,2025-01-15 15:50:02
FEED,ELCM,REG,E0,"",0,0,0,0,103.0,0,,103.0,,0.0,,,,0,0,,2025-01-15 15:50:02
FEED,ELSM,REG,E0,"",0,0,0,0,115.14,400,,109.8,,403088.9,119.9,107.0,5.34,3501,9,107.0,2025-01-15 15:50:02
FEED,EMCO,REG,E0,"",0,0,0,0,31.0,5,,31.0,,155.0,31.0,31.0,0.0,5,1,31.0,2025-01-15 15:50:02
FEED,ENGL,REG,E1,"",0,0,0,0,0.65,0,,0.65,,0.0,,,,0,0,,2025-01-15 15:50:02
FEED,ENGRO,REG,PRE,"",0,0,0,0,485.38,0,,485.38,,0,,,,0,0,,2025-01-15 09:30:40
FEED,ENGROH,REG,E0,"",0,0,0,0,211.38,12,,218.71,,1053250034.19,221.97,210.5,-7.33,4885857,11487,221.0,2025-01-15 15:50:02
FEED,EPCL,REG,E0,"",0,0,0,0,36.24,200,,36.15,,17874847.6,36.59,36.0,0.09,492370,499,36.25,2025-01-15 15:50:02
FEED,EPCLPS,REG,E0,"",0,0,0,0,11.55,880,,11.5,,69946.8,11.8,11.55,0.05,6053,8,11.8,2025-01-15 15:50:02
FEED,EPQL,REG,E0,"",0,0,0,0,27.71,580,,27.7,,3499116.27,27.88,27.6,0.01,126231,173,27.88,2025-01-15 15:50:02
FEED,ESBL,REG,E0,"",0,0,0,0,5.42,533,,5.63,,377104.38,6.04,5.4,-0.21,68471,53,6.04,2025-01-15 15:50:02
FEED,EWIC,REG,E0,"",0,0,0,0,57.29,0,,57.29,,0.0,,,,0,0,,2025-01-15 15:50:02
FEED,EWICR3,REG,PRE,"",0,0,0,0,26.01,0,,26.01,,0,,,,0,0,,2025-01-15 09:30:58
FEED,EXIDE,REG,E0,"",0,0,0,0,823.71,10,,823.3,,4873264.94,835.0,818.0,0.41,5895,152,818.0,2025-01-15 15:50:02
FEED,FABL,REG,E0,"",0,0,0,0,50.66,8,,50.0,,126933935.46,50.99,50.06,0.66,2508961,1779,50.15,2025-01-15 15:50:02
FEED,FAEL,REG,E1,"",0,0,0,0,14.3,0,,14.3,,0.0,,,,0,0,,2025-01-15 15:50:02
FEED,FANM,REG,E0,"",0,0,0,0,3.25,0,,3.25,,0.0,,,,0,0,,2025-01-15 15:50:02
FEED,FASM,REG,E0,"",0,0,0,0,340.0,1,,334.63,,3362699.0,345.0,315.0,5.37,9882,26,340.0,2025-01-15 15:50:02
FEED,FATIMA,REG,E0,"",0,0,0,0,81.46,1000,,82.09,,47039312.32,82.89,80.81,-0.63,574538,577,82.2,2025-01-15 15:50:02
FEED,FCCL,REG,E0,"",0,0,0,0,34.66,50,,34.94,,248951577.19,35.49,34.55,-0.28,7102217,3356,35.45,2025-01-15 15:50:02
FEED,FCEL,REG,E0,"",0,0,0,0,6.07,0,,6.07,,0.0,,,,0,0,,2025-01-15 15:50:02
FEED,FCEPL,REG,E0,"",0,0,0,0,84.63,1000,,85.53,,31803212.96,86.66,84.25,-0.9,372616,725,86.1,2025-01-15 15:50:02
FEED,FCIBL,REG,E0,"",0,0,0,0,8.45,1,,8.45,,16.39,8.24,8.15,0.0,2,2,8.15,2025-01-15 15:50:02
FEED,FCL,REG,E0,"",0,0,0,0,25.38,10,,25.88,,148267914.0,26.19,25.21,-0.5,5791420,2840,26.01,2025-01-15 15:50:02
FEED,FCONM,REG,E1,"",0,0,0,0,1.19,0,,1.19,,0.0,,,,0,0,,2025-01-15 15:50:02
FEED,FCSC,REG,E0,"",0,0,0,0,2.1,2,,2.11,,2512120.4,2.15,2.05,-0.01,1205242,179,2.15,2025-01-15 15:50:02
FEED,FDIBL,REG,PRE,"",0,0,0,0,2.92,10000,,2.92,,2.95,3.09,2.81,-0.15,601500,141,3.09,2025-01-15 09:30:17
FEED,FDPL,REG,E0,"",0,0,0,0,2.96,50000,,3.0,,2106872.46,3.09,2.85,-0.04,708728,121,3.07,2025-01-15 15:50:02
FEED,FECM,REG,E0,"",0,0,0,0,6.44,100,,5.67,,30712.97,6.67,5.67,0.77,5040,16,5.67,2025-01-15 15:50:03
FEED,FECTC,REG,E0,"",0,0,0,0,102.75,46,,102.51,,3029496.31,105.98,102.02,0.24,29100,126,103.99,2025-01-15 15:50:03
FEED,FEM,REG,E0,"",0,0,0,0,3.29,250,,3.15,,19625.5,3.45,3.2,0.14,5950,9,3.2,2025-01-15 15:50:03
FEED,FEROZ,REG,E0,"",0,0,0,0,330.34,320,,323.05,,30153783.9,338.0,326.6,7.29,90816,498,327.0,2025-01-15 15:50:03
FEED,FFBL,REG,PRE,"",0,0,0,0,88.94,0,,88.94,,0,,,,0,0,,2025-01-15 09:30:20
FEED,FFC,REG,E0,"",0,0,0,0,388.54,800,,384.56,,1081680872.39,391.0,384.25,3.98,2795920,3264,384.9,2025-01-15 15:50:03
FEED,FFL,REG,E0,"",0,0,0,0,17.1,10,,17.42,,308648979.93,17.8,16.89,-0.32,17813006,6746,17.55,2025-01-15 15:50:03
FEED,FFLM,REG,E0,"",0,0,0,0,2.32,4,,2.47,,1848.57,2.4,2.3,-0.15,796,7,2.3,2025-01-15 15:50:03
FEED,FHAM,REG,E0,"",0,0,0,0,19.92,3324,,19.75,,707997.54,20.2,19.65,0.17,35509,24,19.65,2025-01-15 15:50:03
FEED,FIBLM,REG,E0,"",0,0,0,0,3.13,2000,,3.19,,7016.4,3.2,3.0,-0.06,2252,3,3.0,2025-01-15 15:50:03
